YEAR MO DY HR MN   Hs   Tp   Dp    Depth   Ta    Pres   Wspd Wdir Temp   Temp  Cspd Cdir P
      UTC           m   sec  deg     m     sec    mB     m/s  deg Air(C) Sfc(C) m/s deg  f
2008 08 16 11 24  0.89  7.69  59           4.46                           29.0           1
2008 08 16 11 54  0.90  7.14  59           4.61                           29.0           1
2008 08 16 12 24  0.84  7.69  57           4.34                           29.0           1
2008 08 16 12 54  0.85  7.69  56           4.29                           29.0           1
2008 08 16 13 24  0.86  7.14  57           4.19                           29.0           1
2008 08 16 13 54  0.83  5.88  59           4.25                           29.0           1
2008 08 16 14 24  0.86  6.67  56           4.45                           29.0           1
2008 08 16 14 54  0.81  6.67  60           4.37                           29.1           1
2008 08 16 15 24  0.75  5.88  59           4.48                           29.2           1
2008 08 16 15 54  0.78  7.69  62           4.31                           29.2           1
2008 08 16 16 24  0.75  6.25  56           4.27                           29.2           1
2008 08 16 16 54  0.80  7.14  57           4.32                           29.3           1
2008 08 16 17 24  0.72  6.25  57           4.17                           29.3           1
2008 08 16 17 54  0.66  5.00  53           3.93                           29.3           1
2008 08 16 18 24  0.60  7.69  55           4.08                           29.3           1
2008 08 16 18 54  0.62  6.25  52           4.30                           29.3           1
2008 08 16 19 24  0.54  8.33  57           4.22                           29.3           1
2008 08 16 19 54  0.55  7.69  56           4.56                           29.3           1
2008 08 16 20 24  0.53  7.69  56           4.45                           29.3           1
2008 08 16 20 54  0.51  6.67  52           4.51                           29.3           1
2008 08 16 21 24  0.51  7.14  55           4.60                           29.3           1
2008 08 16 21 54  0.54  7.69  56           4.82                           29.2           1
2008 08 16 22 24  0.52  6.67  55           4.85                           29.2           1
2008 08 16 22 54  0.53  8.33  56           5.06                           29.2           1
2008 08 16 23 24  0.51  7.69  57           4.91                           29.2           1
2008 08 16 23 54  0.57  5.26  52           5.18                           29.2           1
2008 08 17 00 24  0.57  8.33  47           4.96                           29.2           1
2008 08 17 00 54  0.54  7.14  55           4.90                           29.2           1
2008 08 17 01 24  0.57  7.69  55           4.80                           29.2           1
2008 08 17 01 54  0.58  7.14  53           4.62                           29.2           1
2008 08 17 02 24  0.62  7.69  49           4.37                           29.2           1
2008 08 17 02 54  0.61  7.69  50           4.16                           29.2           1
2008 08 17 03 24  0.63  5.00  53           4.01                           29.2           1
2008 08 17 03 54  0.62  7.14  56           4.19                           29.2           1
2008 08 17 04 24  0.63  7.69  52           4.33                           29.2           1
2008 08 17 04 54  0.62  7.14  53           4.36                           29.2           1
2008 08 17 05 24  0.65  7.69  55           4.33                           29.2           1
2008 08 17 05 54  0.65  9.88  12           4.22                           29.2           1
2008 08 17 06 24  0.64  7.69  55           4.14                           29.2           1
2008 08 17 06 54  0.65  7.69  49           4.41                           29.2           1
2008 08 17 07 24  0.65  7.69  50           4.73                           29.2           1
2008 08 17 07 54  0.62  7.69  50           4.60                           29.2           1
2008 08 17 08 24  0.57  9.09  43           4.65                           29.2           1
2008 08 17 08 54  0.61  7.69  55           4.87                           29.1           1
2008 08 17 09 24  0.54  8.33  42           4.73                           29.2           1
2008 08 17 09 54  0.59  8.33  40           4.99                           29.1           1
2008 08 17 10 24  0.56  7.69  53           4.91                           29.2           1
2008 08 17 10 54  0.59  8.33  39           4.95                           29.2           1
2008 08 17 11 24  0.57  8.33  42           4.86                           29.2           1
2008 08 17 11 54  0.58  6.67  55           4.87                           29.2           1
2008 08 17 12 24  0.53  7.14  42           4.83                           29.2           1
2008 08 17 12 54  0.57  7.69  47           4.92                           29.2           1
2008 08 17 13 24  0.59  7.69  49           5.17                           29.2           1
2008 08 17 13 54  0.56  7.69  56           4.99                           29.2           1
2008 08 17 14 24  0.54  8.33  42           4.77                           29.2           1
2008 08 17 14 54  0.51  8.33  45           4.82                           29.2           1
2008 08 17 15 24  0.52  7.69  47           4.80                           29.3           1
2008 08 17 15 54  0.51  8.33  38           4.59                           29.3           1
2008 08 17 16 24  0.51  9.09  40           4.58                           29.4           1
2008 08 17 16 54  0.55  7.69  50           4.79                           29.4           1
2008 08 17 17 24  0.58  7.14  59           4.83                           29.3           1
2008 08 17 17 54  0.61  8.33  49           4.78                           29.3           1
2008 08 17 18 24  0.61  7.69  53           4.84                           29.4           1
2008 08 17 18 54  0.67  7.69  56           5.04                           29.4           1
2008 08 17 19 24  0.62  7.14  60           4.72                           29.5           1
2008 08 17 19 54  0.64  7.14  60           4.74                           29.5           1
2008 08 17 20 24  0.60  8.33  50           4.67                           29.5           1
2008 08 17 20 54  0.61  7.14  60           4.83                           29.5           1
2008 08 17 21 24  0.59  8.33  52           5.05                           29.5           1
2008 08 17 21 54  0.62  7.69  59           5.05                           29.5           1
2008 08 17 22 24  0.66  7.69  55           4.96                           29.4           1
2008 08 17 22 54  0.65  7.14  60           5.08                           29.4           1
2008 08 17 23 24  0.64  7.69  55           4.86                           29.4           1
2008 08 17 23 54  0.63  8.33  52           4.81                           29.4           1
2008 08 18 00 24  0.69  7.69  49           4.76                           29.4           1
